i_,name,mult,inchi
1069,C7KET41,1,"InChI=1S/C7H14O3/c1-2-4-7(8)5-3-6-10-9/h9H,2-6H2,1H3"
1070,C7KET42,1,"InChI=1S/C7H14O3/c1-3-4-7(8)5-6(2)10-9/h6,9H,3-5H2,1-2H3"
1071,C7KET43,1,"InChI=1S/C7H14O3/c1-3-5-6(8)7(4-2)10-9/h7,9H,3-5H2,1-2H3"
1072,C7H13-1D3OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,2-3,5-6H2,1H3"
1073,C7H13-1D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,1,4-6H2,2H3"
1074,C7H13-1D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,1,4-6H2,2H3"
1075,C7H13-1D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,1,4-6H2,2H3"
1076,C7H13-2D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h5-6,8H,2-4,7H2,1H3"
1077,C7H13-2D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,5,7-8H,4,6H2,1-2H3"
1078,C7H13-2D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,5,7-8H,4,6H2,1-2H3"
1079,C7H13-2D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3-4,7-8H,5-6H2,1-2H3"
1080,C7H13-2D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h2-3,8H,4-7H2,1H3"
1081,C7H13-3D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h4-5,8H,2-3,6-7H2,1H3"
1082,C7H13-3D2OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h5-8H,3-4H2,1-2H3"
1083,C7H13-3D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h5-8H,3-4H2,1-2H3"
1084,C7H13-3D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h4-5,7-8H,3,6H2,1-2H3"
1085,C7H13-3D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h3-4,8H,2,5-7H2,1H3"
1086,C7H13O12-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6(10-8)7-5-9-7/h6-8H,2-5H2,1H3"
1087,C7H13O12-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-6(10-8)4-7-5-9-7/h6-8H,2-5H2,1H3"
1088,C7H13O12-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)3-4-7-5-9-7/h6-8H,2-5H2,1H3"
1089,C7H13O12-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)3-2-4-7-5-9-7/h6-8H,2-5H2,1H3"
1090,C7H13O13-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-8)5-9-6/h6-8H,2-5H2,1H3"
1091,C7H13O13-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-7(10-8)6-4-5-9-6/h6-8H,2-5H2,1H3"
1092,C7H13O13-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)5-7-3-4-9-7/h6-8H,2-5H2,1H3"
1093,C7H13O13-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)2-3-7-4-5-9-7/h6-8H,2-5H2,1H3"
1094,C7H13O13-7OOH,1,"InChI=1S/C7H14O3/c8-10-5-2-1-3-7-4-6-9-7/h7-8H,1-6H2"
1095,C7H13O14-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3"
1096,C7H13O14-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-8)4-5-9-6/h6-8H,2-5H2,1H3"
1097,C7H13O14-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)7-4-3-5-9-7/h6-8H,2-5H2,1H3"
1098,C7H13O14-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)5-7-3-2-4-9-7/h6-8H,2-5H2,1H3"
1099,C7H13O14-7OOH,1,"InChI=1S/C7H14O3/c8-10-6-2-4-7-3-1-5-9-7/h7-8H,1-6H2"
1100,C7H13O15-2OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3"
1101,C7H13O15-3OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-8)3-4-9-6/h6-8H,2-5H2,1H3"
1102,C7H13O15-4OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-8)4-3-5-9-6/h6-8H,2-5H2,1H3"
1103,C7H13O15-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)7-4-2-3-5-9-7/h6-8H,2-5H2,1H3"
1104,C7H13O15-7OOH,1,"InChI=1S/C7H14O3/c8-10-6-4-7-3-1-2-5-9-7/h7-8H,1-6H2"
1105,C7H13O23-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1106,C7H13O23-4OOH,1,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3"
1107,C7H13O23-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3"
1108,C7H13O23-6OOH,1,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3"
1109,C7H13O23-7OOH,1,"InChI=1S/C7H14O3/c1-6-7(10-6)4-2-3-5-9-8/h6-8H,2-5H2,1H3"
1110,C7H13O24-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1111,C7H13O24-3OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3"
1112,C7H13O24-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3"
1113,C7H13O24-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3"
1114,C7H13O24-7OOH,1,"InChI=1S/C7H14O3/c1-6-5-7(10-6)3-2-4-9-8/h6-8H,2-5H2,1H3"
1115,C7H13O25-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1116,C7H13O25-3OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3"
1117,C7H13O25-4OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3"
1118,C7H13O25-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3"
1119,C7H13O25-7OOH,1,"InChI=1S/C7H14O3/c1-6-2-3-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3"
1120,C7H13O26-1OOH,1,"InChI=1S/C7H14O3/c1-6-3-2-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1121,C7H13O26-3OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3"
1122,C7H13O26-4OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3"
1123,C7H13O34-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3"
1124,C7H13O34-2OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3"
1125,C7H13O34-5OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3"
1126,C7H13O34-6OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3"
1127,C7H13O34-7OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-6)4-3-5-9-8/h6-8H,2-5H2,1H3"
1128,C7H13O35-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-6)3-4-9-8/h6-8H,2-5H2,1H3"
1129,C7H13O35-2OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3"
1130,C7H13O35-4OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3"
1131,C7KET12O,2,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h6-7H,2-5H2,1H3"
1132,C7KET13O,2,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h6-7H,2-5H2,1H3"
1133,C7KET14O,2,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h6-7H,2-5H2,1H3"
1134,C7KET15O,2,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h6-7H,2-5H2,1H3"
1135,C7KET21O,2,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h2-6H2,1H3"
1136,C7KET23O,2,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h7H,3-5H2,1-2H3"
1137,C7KET24O,2,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h7H,3-5H2,1-2H3"
1138,C7KET25O,2,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h7H,3-5H2,1-2H3"
1139,C7KET26O,2,"InChI=1S/C7H13O2/c1-6(8)4-3-5-7(2)9/h6H,3-5H2,1-2H3"
1140,C7KET31O,2,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h2-6H2,1H3"
1141,C7KET32O,2,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h6H,3-5H2,1-2H3"
1142,C7KET34O,2,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h7H,3-5H2,1-2H3"
1143,C7KET35O,2,"InChI=1S/C7H13O2/c1-3-6(8)5-7(9)4-2/h6H,3-5H2,1-2H3"
1144,C7KET36O,2,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h6H,3-5H2,1-2H3"
1145,C7KET37O,2,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h2-6H2,1H3"
1146,C7KET41O,2,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h2-6H2,1H3"
1147,C7KET42O,2,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h6H,3-5H2,1-2H3"
1148,C7KET43O,2,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h6H,3-5H2,1-2H3"
1149,C7Y24,1,"InChI=1S/C7H12O2/c1-3-4-7(9)5-6(2)8/h3-5H2,1-2H3"
1150,C7Y13,1,"InChI=1S/C7H12O2/c1-2-3-4-7(9)5-6-8/h6H,2-5H2,1H3"
1151,C7Y35,1,"InChI=1S/C7H12O2/c1-3-6(8)5-7(9)4-2/h3-5H2,1-2H3"
1152,C7H14OOH1-2O,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7,9H,2-6H2,1H3"
1153,C7H14OOH1-3O,2,"InChI=1S/C7H15O3/c1-2-3-4-7(8)5-6-10-9/h7,9H,2-6H2,1H3"
1154,C7H14OOH1-4O,2,"InChI=1S/C7H15O3/c1-2-4-7(8)5-3-6-10-9/h7,9H,2-6H2,1H3"
1155,C7H14OOH1-5O,2,"InChI=1S/C7H15O3/c1-2-7(8)5-3-4-6-10-9/h7,9H,2-6H2,1H3"
1156,C7H14OOH2-1O,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7,9H,2-6H2,1H3"
1157,C7H14OOH2-3O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3"
1158,C7H14OOH2-4O,2,"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3"
1159,C7H14OOH2-5O,2,"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3"
1160,C7H14OOH2-6O,2,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3"
1161,C7H14OOH3-1O,2,"InChI=1S/C7H15O3/c1-2-3-4-7(10-9)5-6-8/h7,9H,2-6H2,1H3"
1162,C7H14OOH3-2O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3"
1163,C7H14OOH3-4O,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3"
1164,C7H14OOH3-5O,2,"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3"
1165,C7H14OOH3-6O,2,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3"
1166,C7H14OOH3-7O,2,"InChI=1S/C7H15O3/c1-2-7(10-9)5-3-4-6-8/h7,9H,2-6H2,1H3"
1167,C7H14OOH4-1O,2,"InChI=1S/C7H15O3/c1-2-4-7(10-9)5-3-6-8/h7,9H,2-6H2,1H3"
1168,C7H14OOH4-2O,2,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3"
1169,C7H14OOH4-3O,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3"
1170,C6H11O13-6,2,"InChI=1S/C6H11O/c1-2-3-6-4-5-7-6/h6H,1-5H2"
1171,C6H11O14-6,2,"InChI=1S/C6H11O/c1-2-6-4-3-5-7-6/h6H,1-5H2"
1172,C6H11O15-6,2,"InChI=1S/C6H11O/c1-6-4-2-3-5-7-6/h6H,1-5H2"
1173,C6H11O23-1,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,2-4H2,1H3"
1174,C6H11O23-6,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,1,3-4H2,2H3"
1175,C6H11O24-1,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,2-4H2,1H3"
1176,C6H11O24-6,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,1,3-4H2,2H3"
1177,C6H11O34-1,2,"InChI=1S/C6H11O/c1-3-5-6(4-2)7-5/h5-6H,1,3-4H2,2H3"
1178,C6Y2-1J,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h2-5H2,1H3"
1179,C6Y3-6J,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h1,3-5H2,2H3"
1180,C6Y3-1J,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h2-5H2,1H3"
1181,C7H14-1,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3"
1182,C7H14-2,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3"
1183,C7H14-3,1,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h5,7H,3-4,6H2,1-2H3"
1184,C7H131-3,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5H,1,4,6-7H2,2H3"
1185,C7H131-4,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,7H,1,4-6H2,2H3"
1186,C7H131-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6H,1,4-5,7H2,2H3"
1187,C7H131-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-4H,1,5-7H2,2H3"
1188,C7H131-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3H,1-2,4-7H2"
1189,C7H132-4,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5,7H,4,6H2,1-2H3"
1190,C7H132-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,5-6H,4,7H2,1-2H3"
1191,C7H132-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3-5H,6-7H2,1-2H3"
1192,C7H132-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h4,6H,1,3,5,7H2,2H3"
1193,C7H133-1,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5,7H,1,3-4,6H2,2H3"
1194,C7H133-5,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h5-7H,3-4H2,1-2H3"
1195,C7H133-6,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h3,6-7H,4-5H2,1-2H3"
1196,C7H133-7,2,"InChI=1S/C7H13/c1-3-5-7-6-4-2/h6-7H,1,3-5H2,2H3"
1197,C7H13-1D3O,2,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h4,7H,2-3,5-6H2,1H3"
1198,C7H13-2D4O,2,"InChI=1S/C7H13O/c1-3-5-7(8)6-4-2/h3,5,7H,4,6H2,1-2H3"
1199,C7H13-3D5O,2,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h5-7H,3-4H2,1-2H3"
1200,C7H14OH-1J2,2,"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h6,8H,2-5,7H2,1H3"
1201,C7H14OH-2J1,2,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7-8H,2-6H2,1H3"
1202,C7H14OH-2J3,2,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h6-8H,3-5H2,1-2H3"
1203,C7H14OH-3J2,2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h4,7-8H,3,5-6H2,1-2H3"
1204,C7H14OH-3J4,2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h6-8H,3-5H2,1-2H3"
1205,C7H14OH-4J3,2,"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h5,7-8H,3-4,6H2,1-2H3"
1206,C7H14OH-1O2-2,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7-8H,2-6H2,1H3"
1207,C7H14OH-2O2-1,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7-8H,2-6H2,1H3"
1208,C7H14OH-2O2-3,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-8H,3-5H2,1-2H3"
1209,C7H14OH-3O2-2,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-8H,3-5H2,1-2H3"
1210,C7H14OH-3O2-4,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-8H,3-5H2,1-2H3"
1211,C7H14OH-4O2-3,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-8H,3-5H2,1-2H3"
1212,C5D2Y1,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3"
1213,C5D2Y1-1R,2,"InChI=1S/C5H7O/c1-2-3-4-5-6/h3-4H,2H2,1H3"
1214,C3Y1-3OR,2,"InChI=1S/C3H5O2/c4-2-1-3-5/h2H,1,3H2"
1215,C4Y1-3OR,2,"InChI=1S/C4H7O2/c1-4(6)2-3-5/h3-4H,2H2,1H3"
1216,C6D2Y1,1,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3"
1217,C6D2Y1-1R,2,"InChI=1S/C6H9O/c1-2-3-4-5-6-7/h4-5H,2-3H2,1H3"
1218,H15DE25DM,1,"InChI=1S/C8H14/c1-7(2)5-6-8(3)4/h1,3,5-6H2,2,4H3"
1219,H15DE25DM-S,2,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h5H,1,3,6H2,2,4H3"
1220,H15DE25DM-A,2,"InChI=1S/C8H13/c1-7(2)5-6-8(3)4/h1-3,5-6H2,4H3"
1221,H15DE25DM-AO,2,"InChI=1S/C8H13O/c1-7(2)4-5-8(3)6-9/h1,3-6H2,2H3"
1222,H15DE25DM-SO,2,"InChI=1S/C8H13O/c1-6(2)5-8(9)7(3)4/h8H,1,3,5H2,2,4H3"
1223,H15DE2M-T,2,"InChI=1S/C7H11/c1-4-5-6-7(2)3/h1-2,5-6H2,3H3"
1224,IC4H7CHO,1,"InChI=1S/C5H8O/c1-5(2)3-4-6/h4H,1,3H2,2H3"
1225,L-C6H4,1,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H"
1226,C-C6H4,1,"InChI=1S/C6H4/c1-3-5-6-4-2/h1,4H,2H2"
1227,C6H3,2,"InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H"
1228,C6H2,1,InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H
1229,C6H6,1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H
1230,FULVENE,1,"InChI=1S/C6H6/c1-6-4-2-3-5-6/h2-5H,1H2"
1231,C6H5,2,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H
1232,C6H5OO,2,InChI=1S/C6H5O2/c7-8-6-4-2-1-3-5-6/h1-5H
1233,C6H5OOH,1,"InChI=1S/C6H6O2/c7-8-6-4-2-1-3-5-6/h1-5,7H"
1234,C6H5OH,1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H"
1235,C6H5O,2,InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-5H
1236,C6H4OH,2,"InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-2,4-5,7H"
1237,OC6H4OH,2,"InChI=1S/C6H5O2/c7-5-2-1-3-6(8)4-5/h1-4,7H"
1238,O-C6H4O2,1,InChI=1S/C6H4O2/c7-5-3-1-2-4-6(5)8/h1-4H
1239,P-C6H4O2,1,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H
1240,O-OC6H5OJ,2,InChI=1S/C6H5O2/c7-5-3-1-2-4-6(5)8/h1-5H
1241,P-OC6H5OJ,2,InChI=1S/C6H5O2/c7-5-1-2-6(8)4-3-5/h1-5H
1242,P-C6H3O2,2,InChI=1S/C6H3O2/c7-5-1-2-6(8)4-3-5/h1-3H
1243,C5H6,1,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2"
1244,C5H5,2,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H
1245,C5H6-L,1,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3"
1246,C#CCVCCJ,2,"InChI=1S/C5H5/c1-3-5-4-2/h1,4-5H,2H2"
1247,C5H7,2,"InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2"
1248,CVCCJCVC,2,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2"
1249,CVCCVCCJ,2,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2"
1250,CVCCJCVCOH,2,"InChI=1S/C5H7O/c1-2-3-4-5-6/h2-6H,1H2"
1251,HOCVCCVO,1,InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H
1252,CVCCVCCOH,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-4,6H,1,5H2"
1253,OC5H7O,2,"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2"
1254,OC4H6O,1,"InChI=1S/C4H6O2/c5-3-1-2-4-6/h3-4H,1-2H2"
1255,OC4H5O,2,"InChI=1S/C4H5O2/c5-3-1-2-4-6/h3H,1-2H2"
1256,O2CCHOOJ,2,"InChI=1S/C2HO4/c3-1(4)2(5)6/h(H,3,4)"
1257,HOCVCCJVO,2,"InChI=1S/C3H3O2/c4-2-1-3-5/h1-2,4H"
1258,C5H5OH,1,InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H
1259,C5H5O,2,InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-5H
1260,C5H4OH,2,"InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-4,6H"
1261,C5H4O,1,InChI=1S/C5H4O/c6-5-3-1-2-4-5/h1-4H
1262,C5H3O,2,InChI=1S/C5H3O/c6-5-3-1-2-4-5/h1-3H
1263,CJVCCVCCVO,2,InChI=1S/C5H5O/c1-2-3-4-5-6/h1-5H
1264,CVCCVCCJVO,2,"InChI=1S/C5H5O/c1-2-3-4-5-6/h2-4H,1H2"
1265,CJVCCVO,2,InChI=1S/C3H3O/c1-2-3-4/h1-3H
